"C","S","n"
0,6.9505412050048e-12,69
0,0,69
0,-2.6591944951193662e-11,69
0,0,69
0,9.684773527410001e-11,69
0,0,69
0,-3.3623783563363264e-10,69
0,0,69
0,1.1142556618021138e-9,69
0,0,69
0,-3.5287937430146414e-9,69
0,0,69
0,1.0691923383945142e-8,69
0,0,69
0,-3.102596881626398e-8,69
0,0,69
0,8.63091548353808e-8,69
0,0,69
0,-2.3038048809732165e-7,69
0,0,69
0,5.905588212521739e-7,69
0,0,69
0,-1.4549868208238188e-6,69
0,0,69
0,3.4479735976140007e-6,69
0,0,69
0,-7.86486321104089e-6,69
0,0,69
0,0.00001727981212387189,69
0,0,69
0,-0.000036592527842499586,69
0,0,69
0,0.00007473514138678929,69
0,0,69
0,-0.00014729913788568186,69
0,0,69
0,0.000280333131466985,69
0,0,69
0,-0.0005154629805874275,69
0,0,69
0,0.0009162524961336368,69
0,0,69
0,-0.0015753285883651808,69
0,0,69
0,0.0026212536912543693,69
0,0,69
0,-0.004223521933978234,69
0,0,69
0,0.00659354370967395,69
0,0,69
0,-0.009979289103524972,69
0,0,69
0,0.01465161774703938,69
0,0,69
0,-0.02088138927172526,69
0,0,69
0,0.02890821027468593,69
0,0,69
0,-0.03890387416516522,69
0,0,69
0,0.05093569181111254,69
0,0,69
0,-0.06493635234457851,69
0,0,69
0,0.08068709544472769,69
0,0,69
0,-0.097819482676469,69
0,0,69
0,0.11583802786847264,69
0,0,69
0,0.11583802786847264,69
0,0,69
0,-0.097819482676469,69
0,0,69
0,0.08068709544472769,69
0,0,69
0,-0.06493635234457851,69
0,0,69
0,0.05093569181111254,69
0,0,69
0,-0.03890387416516522,69
0,0,69
0,0.02890821027468593,69
0,0,69
0,-0.02088138927172526,69
0,0,69
0,0.01465161774703938,69
0,0,69
0,-0.009979289103524972,69
0,0,69
0,0.00659354370967395,69
0,0,69
0,-0.004223521933978234,69
0,0,69
0,0.0026212536912543693,69
0,0,69
0,-0.0015753285883651808,69
0,0,69
0,0.0009162524961336368,69
0,0,69
0,-0.0005154629805874275,69
0,0,69
0,0.000280333131466985,69
0,0,69
0,-0.00014729913788568186,69
0,0,69
0,0.00007473514138678929,69
0,0,69
0,-0.000036592527842499586,69
0,0,69
0,0.00001727981212387189,69
0,0,69
0,-7.86486321104089e-6,69
0,0,69
0,3.4479735976140007e-6,69
0,0,69
0,-1.4549868208238188e-6,69
0,0,69
0,5.905588212521739e-7,69
0,0,69
0,-2.3038048809732165e-7,69
0,0,69
0,8.63091548353808e-8,69
0,0,69
0,-3.102596881626398e-8,69
0,0,69
0,1.0691923383945142e-8,69
0,0,69
0,-3.5287937430146414e-9,69
0,0,69
0,1.1142556618021138e-9,69
0,0,69
0,-3.3623783563363264e-10,69
0,0,69
0,9.684773527410001e-11,69
0,0,69
0,-2.6591944951193662e-11,69
0,0,69
0,6.9505412050048e-12,69
