coscoeff,sincoeff,highest_deg,epsilon,evoltime
0.0,0.0,981,1.0e-14,350
0.0,0.0,981,1.0e-14,350
0.0,-1.5e-323,981,1.0e-14,350
-7.4e-323,0.0,981,1.0e-14,350
0.0,4.05e-322,981,1.0e-14,350
2.174e-321,0.0,981,1.0e-14,350
0.0,-1.172e-320,981,1.0e-14,350
-6.312e-320,0.0,981,1.0e-14,350
0.0,3.3961e-319,981,1.0e-14,350
1.82512e-318,0.0,981,1.0e-14,350
0.0,-9.7976e-318,981,1.0e-14,350
-5.2537557e-317,0.0,981,1.0e-14,350
0.0,2.81410573e-316,981,1.0e-14,350
1.50567299e-315,0.0,981,1.0e-14,350
0.0,-8.04711204e-315,981,1.0e-14,350
-4.296036899e-314,0.0,981,1.0e-14,350
0.0,2.2909412476e-313,981,1.0e-14,350
1.220330090407e-312,0.0,981,1.0e-14,350
0.0,-6.49318134468e-312,981,1.0e-14,350
-3.451071925203e-311,0.0,981,1.0e-14,350
0.0,1.8321717248648e-310,981,1.0e-14,350
9.7161329651658e-310,0.0,981,1.0e-14,350
0.0,-5.14677576840443e-309,981,1.0e-14,350
-2.7232717914339796e-308,0.0,981,1.0e-14,350
0.0,1.4393290287123896e-307,981,1.0e-14,350
7.598746423586617e-307,0.0,981,1.0e-14,350
0.0,-4.007153714813794e-306,981,1.0e-14,350
-2.1107735629910925e-305,0.0,981,1.0e-14,350
0.0,1.1106015937624308e-304,981,1.0e-14,350
5.836941608590037e-304,0.0,981,1.0e-14,350
0.0,-3.064236075696731e-303,981,1.0e-14,350
-1.6068240170498655e-302,0.0,981,1.0e-14,350
0.0,8.416335342129662e-302,981,1.0e-14,350
4.403376020969896e-301,0.0,981,1.0e-14,350
0.0,-2.301208342509816e-300,981,1.0e-14,350
-1.2012486971370394e-299,0.0,981,1.0e-14,350
0.0,6.263486408558405e-299,981,1.0e-14,350
3.262157790907816e-298,0.0,981,1.0e-14,350
0.0,-1.6970662528383953e-297,981,1.0e-14,350
-8.818546943347049e-297,0.0,981,1.0e-14,350
0.0,4.5771912150778227e-296,981,1.0e-14,350
2.373035635359799e-295,0.0,981,1.0e-14,350
0.0,-1.2288872291281988e-294,981,1.0e-14,350
-6.356554197329052e-294,0.0,981,1.0e-14,350
0.0,3.284224326855561e-293,981,1.0e-14,350
1.6949019976059397e-292,0.0,981,1.0e-14,350
0.0,-8.736881965938226e-292,981,1.0e-14,350
-4.4985010220406715e-291,0.0,981,1.0e-14,350
0.0,2.3135454401040374e-290,981,1.0e-14,350
1.1884652158464977e-289,0.0,981,1.0e-14,350
0.0,-6.098071634097763e-289,981,1.0e-14,350
-3.1253275877553797e-288,0.0,981,1.0e-14,350
0.0,1.59990765886616e-287,981,1.0e-14,350
8.180691327433979e-287,0.0,981,1.0e-14,350
0.0,-4.1781129780326693e-286,981,1.0e-14,350
-2.1313992185178085e-285,0.0,981,1.0e-14,350
0.0,1.0860335424182469e-284,981,1.0e-14,350
5.527323088073223e-284,0.0,981,1.0e-14,350
0.0,-2.809823236260852e-283,981,1.0e-14,350
-1.4267078245871245e-282,0.0,981,1.0e-14,350
0.0,7.235729757912935e-282,981,1.0e-14,350
3.6653904215628846e-281,0.0,981,1.0e-14,350
0.0,-1.8545908097567814e-280,981,1.0e-14,350
-9.372712124509381e-280,0.0,981,1.0e-14,350
0.0,4.731197907766937e-279,981,1.0e-14,350
2.3854205824248094e-278,0.0,981,1.0e-14,350
0.0,-1.201285308637244e-277,981,1.0e-14,350
-6.042463984060857e-277,0.0,981,1.0e-14,350
0.0,3.0357640870972027e-276,981,1.0e-14,350
1.5233768524563882e-275,0.0,981,1.0e-14,350
0.0,-7.63539324523441e-275,981,1.0e-14,350
-3.822429884130685e-274,0.0,981,1.0e-14,350
0.0,1.9113096072956205e-273,981,1.0e-14,350
9.54564520033957e-273,0.0,981,1.0e-14,350
0.0,-4.7616952346466205e-272,981,1.0e-14,350
-2.3724621638963137e-271,0.0,981,1.0e-14,350
0.0,1.1806406022192832e-270,981,1.0e-14,350
5.8683523265157895e-270,0.0,981,1.0e-14,350
0.0,-2.9133590844468168e-269,981,1.0e-14,350
-1.444609764309393e-268,0.0,981,1.0e-14,350
0.0,7.154595562452867e-268,981,1.0e-14,350
3.5391336531519544e-267,0.0,981,1.0e-14,350
0.0,-1.748579923139326e-266,981,1.0e-14,350
-8.62879149698337e-266,0.0,981,1.0e-14,350
0.0,4.252944730138145e-265,981,1.0e-14,350
2.093650040992391e-264,0.0,981,1.0e-14,350
0.0,-1.0294193736867227e-263,981,1.0e-14,350
-5.055379792755735e-263,0.0,981,1.0e-14,350
0.0,2.4796349396162466e-262,981,1.0e-14,350
1.2147684884023357e-261,0.0,981,1.0e-14,350
0.0,-5.943885029780549e-261,981,1.0e-14,350
-2.9048097577508952e-260,0.0,981,1.0e-14,350
0.0,1.4178643979297932e-259,981,1.0e-14,350
6.912270165708268e-259,0.0,981,1.0e-14,350
0.0,-3.365696935720693e-258,981,1.0e-14,350
-1.636804830905357e-257,0.0,981,1.0e-14,350
0.0,7.950339336040174e-257,981,1.0e-14,350
3.856919695421196e-256,0.0,981,1.0e-14,350
0.0,-1.8687920413552241e-255,981,1.0e-14,350
-9.043698730553087e-255,0.0,981,1.0e-14,350
0.0,4.371144956063225e-254,981,1.0e-14,350
2.110122273432601e-253,0.0,981,1.0e-14,350
0.0,-1.0173786079369058e-252,981,1.0e-14,350
-4.899135180522645e-252,0.0,981,1.0e-14,350
0.0,2.3562282469199556e-251,981,1.0e-14,350
1.1318156039369468e-250,0.0,981,1.0e-14,350
0.0,-5.4299227127295214e-250,981,1.0e-14,350
-2.6017797959710657e-249,0.0,981,1.0e-14,350
0.0,1.2451039395462559e-248,981,1.0e-14,350
5.951111958825069e-248,0.0,981,1.0e-14,350
0.0,-2.840843679242783e-247,981,1.0e-14,350
-1.3544173630520154e-246,0.0,981,1.0e-14,350
0.0,6.449304808391451e-246,981,1.0e-14,350
3.0670987656903217e-245,0.0,981,1.0e-14,350
0.0,-1.456787939698487e-244,981,1.0e-14,350
-6.910633801822911e-244,0.0,981,1.0e-14,350
0.0,3.2740977045322096e-243,981,1.0e-14,350
1.5492333845077e-242,0.0,981,1.0e-14,350
0.0,-7.3213767679162685e-242,981,1.0e-14,350
-3.455561319098777e-241,0.0,981,1.0e-14,350
0.0,1.6288970077854883e-240,981,1.0e-14,350
7.668617146394704e-240,0.0,981,1.0e-14,350
0.0,-3.6056878683068643e-239,981,1.0e-14,350
-1.6931914736078183e-238,0.0,981,1.0e-14,350
0.0,7.940907123772256e-238,981,1.0e-14,350
3.719456512680803e-237,0.0,981,1.0e-14,350
0.0,-1.7399365143935719e-236,981,1.0e-14,350
-8.128887033340554e-236,0.0,981,1.0e-14,350
0.0,3.792903220830855e-235,981,1.0e-14,350
1.767480528162996e-234,0.0,981,1.0e-14,350
0.0,-8.225814877887645e-234,981,1.0e-14,350
-3.8233482106593196e-233,0.0,981,1.0e-14,350
0.0,1.7747966963985127e-232,981,1.0e-14,350
8.227964580318872e-232,0.0,981,1.0e-14,350
0.0,-3.8095568812803625e-231,981,1.0e-14,350
-1.7615458847365266e-230,0.0,981,1.0e-14,350
0.0,8.134860417512425e-230,981,1.0e-14,350
3.751820870268111e-229,0.0,981,1.0e-14,350
0.0,-1.7281010041141705e-228,981,1.0e-14,350
-7.949327321363196e-228,0.0,981,1.0e-14,350
0.0,3.6519519593530223e-227,981,1.0e-14,350
1.6755304969668737e-226,0.0,981,1.0e-14,350
0.0,-7.677351189505765e-226,981,1.0e-14,350
-3.513188463443475e-225,0.0,981,1.0e-14,350
0.0,1.6055418780281669e-224,981,1.0e-14,350
7.327758593138885e-224,0.0,981,1.0e-14,350
0.0,-3.3400207744052733e-223,981,1.0e-14,350
-1.520389469284837e-222,0.0,981,1.0e-14,350
0.0,6.911739736179847e-222,981,1.0e-14,350
3.13794916749309e-221,0.0,981,1.0e-14,350
0.0,-1.422753292554928e-220,981,1.0e-14,350
-6.442250718182933e-220,0.0,981,1.0e-14,350
0.0,2.913192154225554e-219,981,1.0e-14,350
1.315598233305587e-218,0.0,981,1.0e-14,350
0.0,-5.933339854160464e-218,981,1.0e-14,350
-2.67236706774983e-217,0.0,981,1.0e-14,350
0.0,1.2020238574363227e-216,981,1.0e-14,350
5.3994471925676805e-216,0.0,981,1.0e-14,350
0.0,-2.422165892356799e-215,981,1.0e-14,350
-1.0851155448798284e-214,0.0,981,1.0e-14,350
0.0,4.854726141571324e-214,981,1.0e-14,350
2.1690485382148983e-213,0.0,981,1.0e-14,350
0.0,-9.678069107764134e-213,981,1.0e-14,350
-4.312431488612131e-212,0.0,981,1.0e-14,350
0.0,1.9189729990279056e-211,981,1.0e-14,350
8.527619366600492e-211,0.0,981,1.0e-14,350
0.0,-3.784409787609208e-210,981,1.0e-14,350
-1.6771775074205783e-209,0.0,981,1.0e-14,350
0.0,7.422830398612466e-209,981,1.0e-14,350
3.280717171584775e-208,0.0,981,1.0e-14,350
0.0,-1.4480244636292221e-207,981,1.0e-14,350
-6.382487368574624e-207,0.0,981,1.0e-14,350
0.0,2.8093774213773235e-206,981,1.0e-14,350
1.2349101742538307e-205,0.0,981,1.0e-14,350
0.0,-5.420818948131378e-205,981,1.0e-14,350
-2.376280920370051e-204,0.0,981,1.0e-14,350
0.0,1.0402389087005533e-203,981,1.0e-14,350
4.5474708879855393e-203,0.0,981,1.0e-14,350
0.0,-1.9852141628101546e-202,981,1.0e-14,350
-8.654549898267504e-202,0.0,981,1.0e-14,350
0.0,3.767735165667877e-201,981,1.0e-14,350
1.6380007111315903e-200,0.0,981,1.0e-14,350
0.0,-7.111229734320458e-200,981,1.0e-14,350
-3.0829842475851547e-199,0.0,981,1.0e-14,350
0.0,1.3347285195556288e-198,981,1.0e-14,350
5.7704366043033694e-198,0.0,981,1.0e-14,350
0.0,-2.4912514549161362e-197,981,1.0e-14,350
-1.0740355806188754e-196,0.0,981,1.0e-14,350
0.0,4.623927717430591e-196,981,1.0e-14,350
1.9878962590366595e-195,0.0,981,1.0e-14,350
0.0,-8.534257726297124e-195,981,1.0e-14,350
-3.6586948663826267e-194,0.0,981,1.0e-14,350
0.0,1.5662968195611915e-193,981,1.0e-14,350
6.695891602697632e-193,0.0,981,1.0e-14,350
0.0,-2.8584346511442948e-192,981,1.0e-14,350
-1.2185199813733457e-191,0.0,981,1.0e-14,350
0.0,5.1870519940823984e-191,981,1.0e-14,350
2.2049113249224886e-190,0.0,981,1.0e-14,350
0.0,-9.359297536244501e-190,981,1.0e-14,350
-3.967125993724599e-189,0.0,981,1.0e-14,350
0.0,1.6791456115476255e-188,981,1.0e-14,350
7.097074387020127e-188,0.0,981,1.0e-14,350
0.0,-2.99535287991705e-187,981,1.0e-14,350
-1.2623891952471642e-186,0.0,981,1.0e-14,350
0.0,5.312686391449966e-186,981,1.0e-14,350
2.232593838279066e-185,0.0,981,1.0e-14,350
0.0,-9.368690323738164e-185,981,1.0e-14,350
-3.925732045256157e-184,0.0,981,1.0e-14,350
0.0,1.6426082984930553e-183,981,1.0e-14,350
6.863062308246591e-183,0.0,981,1.0e-14,350
0.0,-2.8633300855600273e-182,981,1.0e-14,350
-1.1928708031842652e-181,0.0,981,1.0e-14,350
0.0,4.96229852545475e-181,981,1.0e-14,350
2.061288671724273e-180,0.0,981,1.0e-14,350
0.0,-8.549882718221547e-180,981,1.0e-14,350
-3.541162587042411e-179,0.0,981,1.0e-14,350
0.0,1.4645186252031987e-178,981,1.0e-14,350
6.047922302898387e-178,0.0,981,1.0e-14,350
0.0,-2.4938982171450054e-177,981,1.0e-14,350
-1.0268603996462428e-176,0.0,981,1.0e-14,350
0.0,4.221853747030843e-176,981,1.0e-14,350
1.7332172180299382e-175,0.0,981,1.0e-14,350
0.0,-7.104929400741188e-175,981,1.0e-14,350
