"C","S","n"
0,-6.223795002194226e-19,127
0.,0,127
0,2.1936443509126393e-18,127
0.,0,127
0,-7.541988169618397e-18,127
0.,0,127
0,2.530252613362242e-17,127
0.,0,127
0,-8.285982509104287e-17,127
0.,0,127
0,2.6495018906542757e-16,127
0.,0,127
0,-8.274793492005803e-16,127
0.,0,127
0,2.5249357622399886e-15,127
0.,0,127
0,-7.529505531718244e-15,127
0.,0,127
0,2.1949452325130166e-14,127
0.,0,127
0,-6.256563579324041e-14,127
0.,0,127
0,1.7442660009885553e-13,127
0.,0,127
0,-4.757295200833349e-13,127
0.,0,127
0,1.2696388013122806e-12,127
0.,0,127
0,-3.316436166980656e-12,127
0.,0,127
0,8.480663366513174e-12,127
0.,0,127
0,-2.12347396320253e-11,127
0.,0,127
0,5.207295388595014e-11,127
0.,0,127
0,-1.2508696116362514e-10,127
0.,0,127
0,2.9439480412634973e-10,127
0.,0,127
0,-6.789654759988242e-10,127
0.,0,127
0,1.5347706331234859e-9,127
0.,0,127
0,-3.4009013229647615e-9,127
0.,0,127
0,7.388797043721461e-9,127
0.,0,127
0,-1.574182186422536e-8,127
0.,0,127
0,3.289336616232669e-8,127
0.,0,127
0,-6.742213297297806e-8,127
0.,0,127
0,1.3558281550828985e-7,127
0.,0,127
0,-2.675349060574191e-7,127
0.,0,127
0,5.180768501380443e-7,127
0.,0,127
0,-9.847112209882087e-7,127
0.,0,127
0,1.8373271084675214e-6,127
0.,0,127
0,-3.3657970530950695e-6,127
0.,0,127
0,6.05443093159654e-6,127
0.,0,127
0,-0.00001069552512662884,127
0.,0,127
0,0.000018558084704095325,127
0.,0,127
0,-0.0000316318756294175,127
0.,0,127
0,0.000052970706794885886,127
0.,0,127
0,-0.00008716133400319319,127
0.,0,127
0,0.00014094434309491253,127
0.,0,127
0,-0.00022400921269212352,127
0.,0,127
0,0.00034997571823514674,127
0.,0,127
0,-0.0005375562754024748,127
0.,0,127
0,0.0008118676278192127,127
0.,0,127
0,-0.0012058254211836767,127
0.,0,127
0,0.001761513256034605,127
0.,0,127
0,-0.002531372443900995,127
0.,0,127
0,0.0035790158748119586,127
0.,0,127
0,-0.004979437195723553,127
0.,0,127
0,0.006818374283789283,127
0.,0,127
0,-0.009190603127394075,127
0.,0,127
0,0.012196992156913018,127
0.,0,127
0,-0.015940241242686604,127
0.,0,127
0,0.020519361483535847,127
0.,0,127
0,-0.02602311177301811,127
0.,0,127
0,0.03252277878154954,127
0.,0,127
0,-0.04006484521597753,127
0.,0,127
0,0.048664210683269246,127
0.,0,127
0,-0.058298684956809045,127
0.,0,127
0,0.06890544562492626,127
0.,0,127
0,-0.08038003216588942,127
0.,0,127
0,0.09257824128150792,127
0.,0,127
0,-0.10532101330407366,127
0.,0,127
0,0.11840208900865444,127
0.,0,127
0,0.11840208900865444,127
0.,0,127
0,-0.10532101330407366,127
0.,0,127
0,0.09257824128150792,127
0.,0,127
0,-0.08038003216588942,127
0.,0,127
0,0.06890544562492626,127
0.,0,127
0,-0.058298684956809045,127
0.,0,127
0,0.048664210683269246,127
0.,0,127
0,-0.04006484521597753,127
0.,0,127
0,0.03252277878154954,127
0.,0,127
0,-0.02602311177301811,127
0.,0,127
0,0.020519361483535847,127
0.,0,127
0,-0.015940241242686604,127
0.,0,127
0,0.012196992156913018,127
0.,0,127
0,-0.009190603127394075,127
0.,0,127
0,0.006818374283789283,127
0.,0,127
0,-0.004979437195723553,127
0.,0,127
0,0.0035790158748119586,127
0.,0,127
0,-0.002531372443900995,127
0.,0,127
0,0.001761513256034605,127
0.,0,127
0,-0.0012058254211836767,127
0.,0,127
0,0.0008118676278192127,127
0.,0,127
0,-0.0005375562754024748,127
0.,0,127
0,0.00034997571823514674,127
0.,0,127
0,-0.00022400921269212352,127
0.,0,127
0,0.00014094434309491253,127
0.,0,127
0,-0.00008716133400319319,127
0.,0,127
0,0.000052970706794885886,127
0.,0,127
0,-0.0000316318756294175,127
0.,0,127
0,0.000018558084704095325,127
0.,0,127
0,-0.00001069552512662884,127
0.,0,127
0,6.05443093159654e-6,127
0.,0,127
0,-3.3657970530950695e-6,127
0.,0,127
0,1.8373271084675214e-6,127
0.,0,127
0,-9.847112209882087e-7,127
0.,0,127
0,5.180768501380443e-7,127
0.,0,127
0,-2.675349060574191e-7,127
0.,0,127
0,1.3558281550828985e-7,127
0.,0,127
0,-6.742213297297806e-8,127
0.,0,127
0,3.289336616232669e-8,127
0.,0,127
0,-1.574182186422536e-8,127
0.,0,127
0,7.388797043721461e-9,127
0.,0,127
0,-3.4009013229647615e-9,127
0.,0,127
0,1.5347706331234859e-9,127
0.,0,127
0,-6.789654759988242e-10,127
0.,0,127
0,2.9439480412634973e-10,127
0.,0,127
0,-1.2508696116362514e-10,127
0.,0,127
0,5.207295388595014e-11,127
0.,0,127
0,-2.12347396320253e-11,127
0.,0,127
0,8.480663366513174e-12,127
0.,0,127
0,-3.316436166980656e-12,127
0.,0,127
0,1.2696388013122806e-12,127
0.,0,127
0,-4.757295200833349e-13,127
0.,0,127
0,1.7442660009885553e-13,127
0.,0,127
0,-6.256563579324041e-14,127
0.,0,127
0,2.1949452325130166e-14,127
0.,0,127
0,-7.529505531718244e-15,127
0.,0,127
0,2.5249357622399886e-15,127
0.,0,127
0,-8.274793492005803e-16,127
0.,0,127
0,2.6495018906542757e-16,127
0.,0,127
0,-8.285982509104287e-17,127
0.,0,127
0,2.530252613362242e-17,127
0.,0,127
0,-7.541988169618397e-18,127
0.,0,127
0,2.1936443509126393e-18,127
0.,0,127
0,-6.223795002194226e-19,127
