"C","S","n"
2.911524274791142e-9,0,104
0,0.e-16,104
-1.2111940983131138e-8,0,104
0,0.e-16,104
3.657806176905602e-8,0,104
0,0.e-16,104
-9.25352291111218e-8,0,104
0,0.e-16,104
2.0846084485781043e-7,0,104
0,0.e-16,104
-4.315875952705734e-7,0,104
0,0.e-16,104
8.368414870572569e-7,0,104
0,0.e-16,104
-1.5386502655234288e-6,0,104
0,0.e-16,104
2.7060689868533312e-6,0,104
0,0.e-16,104
-4.581590513194198e-6,0,104
0,0.e-16,104
7.503872366769749e-6,0,104
0,0.e-16,104
-0.000011934411443511842,0,104
0,0.e-16,104
0.000018487932082300266,0,104
0,0.e-16,104
-0.000027965923432051878,0,104
0,0.e-16,104
0.00004139237743191903,0,104
0,0.e-16,104
-0.00006005035407013807,0,104
0,0.e-16,104
0.0000855175579335878,0,104
0,0.e-16,104
-0.00011969867747276198,0,104
0,0.e-16,104
0.00016485184926567686,0,104
0,0.e-16,104
-0.00022360630442217616,0,104
0,0.e-16,104
0.00029896806571903377,0,104
0,0.e-16,104
-0.00039431052702468,0,104
0,0.e-16,104
0.0005133469549657233,0,104
0,0.e-16,104
-0.0006600821588475334,0,104
0,0.e-16,104
0.0008387417140426925,0,104
0,0.e-16,104
-0.0010536771332505437,0,104
0,0.e-16,104
0.0013092465074373847,0,104
0,0.e-16,104
-0.0016096729968587491,0,104
0,0.e-16,104
0.001958884872438938,0,104
0,0.e-16,104
-0.0023603274906042887,0,104
0,0.e-16,104
0.002816804500017945,0,104
0,0.e-16,104
-0.0033302264733657606,0,104
0,0.e-16,104
0.003901482827191752,0,104
0,0.e-16,104
-0.004530213891482822,0,104
0,0.e-16,104
0.005214590646637482,0,104
0,0.e-16,104
-0.005951719003713132,0,104
0,0.e-16,104
0.006736368412751855,0,104
0,0.e-16,104
-0.00756254994981463,0,104
0,0.e-16,104
0.008421787670406753,0,104
0,0.e-16,104
-0.009303910441134577,0,104
0,0.e-16,104
0.01019843485696518,0,104
0,0.e-16,104
-0.01109510056403655,0,104
0,0.e-16,104
0.011975885027738895,0,104
0,0.e-16,104
-0.012834542815286643,0,104
0,0.e-16,104
0.01364680595928443,0,104
0,0.e-16,104
-0.014404466176642646,0,104
0,0.e-16,104
0.015098958302398224,0,104
0,0.e-16,104
-0.015705657487282334,0,104
0,0.e-16,104
0.016225277495041903,0,104
0,0.e-16,104
-0.016637119177016175,0,104
0,0.e-16,104
0.016939755005711307,0,104
0,0.e-16,104
-0.017113199596213474,0,104
0,0.e-16,104
0.017177438333436497,0,104
0,0.e-16,104
-0.017113199596213474,0,104
0,0.e-16,104
0.016939755005711307,0,104
0,0.e-16,104
-0.016636405413269252,0,104
0,0.e-16,104
0.016225277495041903,0,104
0,0.e-16,104
-0.01570494372353541,0,104
0,0.e-16,104
0.015098958302398224,0,104
0,0.e-16,104
-0.014404466176642646,0,104
0,0.e-16,104
0.013646449077410968,0,104
0,0.e-16,104
-0.012834185933413182,0,104
0,0.e-16,104
0.011976241909612356,0,104
0,0.e-16,104
-0.011094922123099819,0,104
0,0.e-16,104
0.01019861329790191,0,104
0,0.e-16,104
-0.009303910441134577,0,104
0,0.e-16,104
0.008421520009001655,0,104
0,0.e-16,104
-0.007562371508877899,0,104
0,0.e-16,104
0.006736323802517672,0,104
0,0.e-16,104
-0.0059517859190644055,0,104
0,0.e-16,104
0.005214612951754573,0,104
0,0.e-16,104
-0.0045301915863657305,0,104
0,0.e-16,104
0.003901482827191752,0,104
0,0.e-16,104
-0.0033302181089468513,0,104
0,0.e-16,104
0.002816798923738672,0,104
0,0.e-16,104
-0.0023603260965344704,0,104
0,0.e-16,104
0.001958883826886574,0,104
0,0.e-16,104
-0.0016096728226000217,0,104
0,0.e-16,104
0.0013092462460492938,0,104
0,0.e-16,104
-0.0010536770896858619,0,104
0,0.e-16,104
0.0008387417576073743,0,104
0,0.e-16,104
-0.0006600821806298743,0,104
0,0.e-16,104
0.0005133469549657233,0,104
0,0.e-16,104
-0.0003943105283860763,0,104
0,0.e-16,104
0.00029896806571903377,0,104
0,0.e-16,104
-0.00022360630510287433,0,104
0,0.e-16,104
0.00016485184926567686,0,104
0,0.e-16,104
-0.00011969867751530562,0,104
0,0.e-16,104
0.0000855175579335878,0,104
0,0.e-16,104
-0.000060050354075456024,0,104
0,0.e-16,104
0.00004139237743191903,0,104
0,0.e-16,104
-0.00002796592343238425,0,104
0,0.e-16,104
0.000018487932082300266,0,104
0,0.e-16,104
-0.000011934411443511842,0,104
0,0.e-16,104
7.503872366769749e-6,0,104
0,0.e-16,104
-4.581590513194198e-6,0,104
0,0.e-16,104
2.7060689868533312e-6,0,104
0,0.e-16,104
-1.5386502655234288e-6,0,104
0,0.e-16,104
8.368414870572163e-7,0,104
0,0.e-16,104
-4.3158759527057845e-7,0,104
0,0.e-16,104
2.0846084485781043e-7,0,104
0,0.e-16,104
-9.25352291111218e-8,0,104
0,0.e-16,104
3.657806176905602e-8,0,104
0,0.e-16,104
-1.2111940983131138e-8,0,104
0,0.e-16,104
2.911524274791142e-9,0,104
