coscoeff,sincoeff,highest_deg,epsilon,bchoice
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,1.862645149230957e-9,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-5.774199962615967e-8,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,8.67992639541626e-7,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-8.430331945419312e-6,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,5.947612226009369e-5,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.00032491423189640045,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.001430906355381012,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.005222879350185394,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.016124801710247993,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.04277394525706768,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.09873714670538902,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.20048842206597328,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.361594608053565,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.584664711728692,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.855535551905632,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.855535551905632,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.584664711728692,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.361594608053565,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.20048842206597328,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.09873714670538902,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.04277394525706768,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.016124801710247993,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.005222879350185394,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.001430906355381012,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.00032491423189640045,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,5.947612226009369e-5,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-8.430331945419312e-6,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,8.67992639541626e-7,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-5.774199962615967e-8,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,1.862645149230957e-9,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,-0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
0.0,0.0,49,1.0e-14,15
