"C","S","n"
-4.7006471682457813e-7,0,562
0,0,562
1.6511023178467686e-7,0,562
0,0,562
-1.9395292539955988e-7,0,562
0,0,562
2.2603339196202607e-7,0,562
0,0,562
-2.6160439313423155e-7,0,562
0,0,562
3.009324480338182e-7,0,562
0,0,562
-3.442983072714202e-7,0,562
0,0,562
3.919974260952471e-7,0,562
0,0,562
-4.4434057457702583e-7,0,562
0,0,562
5.016537580795754e-7,0,562
0,0,562
-5.642784358160431e-7,0,562
0,0,562
6.325805526118143e-7,0,562
0,0,562
-7.0894847459322e-7,0,562
0,0,562
7.878916779020794e-7,0,562
0,0,562
-1.0104730023534e-6,0,562
0,0,562
1.0104730023534e-6,0,562
0,0,562
-0.00002592725849940919,0,562
0,0,562
3.364135727347295e-6,0,562
0,0,562
-0.0012618589687925386,0,562
0,0,562
0.00033123797930804136,0,562
0,0,562
-0.07752861504261357,0,562
0,0,562
0.01776697428059894,0,562
0,0,562
-1.2404578406818172,0,562
0,0,562
0.4651716902556814,0,562
0,0,562
-46.31042605212117,0,562
0,0,562
8.26971893787878,0,562
0,0,562
1693.6384384775743,0,562
0,0,562
423.40960961939356,0,562
0,0,562
54196.430031282376,0,562
0,0,562
16936.38438477574,0,562
0,0,562
-2.167857201251295e6,0,562
0,0,562
-867142.880500518,0,562
0,0,562
1.2486857479207459e8,0,562
0,0,562
-3.1217143698018648e7,0,562
0,0,562
2.734738310271001e9,0,562
0,0,562
-2.193830840343787e9,0,562
0,0,562
1.2765036915272026e11,0,562
0,0,562
-5.444616718086652e10,0,562
0,0,562
5.731745068677984e12,0,562
0,0,562
-2.5182384221178564e12,0,562
0,0,562
2.0347650596091362e14,0,562
0,0,562
-6.5992764291889664e13,0,562
0,0,562
5.777471163806821e15,0,562
0,0,562
-1.8439898520932062e15,0,562
0,0,562
1.5572439745014342e17,0,562
0,0,562
-4.48958791602338e16,0,562
0,0,562
3.2029412689297065e18,0,562
0,0,562
-1.06609527701294e18,0,562
0,0,562
7.532126072422603e19,0,562
0,0,562
-2.0230670898635076e19,0,562
0,0,562
1.3119247437536077e21,0,562
0,0,562
-4.0520931402273495e20,0,562
0,0,562
2.562829731983792e22,0,562
0,0,562
-6.864722496385157e21,0,562
0,0,562
3.397579987544227e23,0,562
0,0,562
-1.2008687887009767e23,0,562
0,0,562
5.686064898694706e24,0,562
0,0,562
-1.608968913641634e24,0,562
0,0,562
7.3981327912687165e25,0,562
0,0,562
-2.3494070350650653e25,0,562
0,0,562
9.75753730307874e26,0,562
0,0,562
-3.3591521863057955e26,0,562
0,0,562
1.2540834828874972e28,0,562
0,0,562
-3.327160260721931e27,0,562
0,0,562
1.5151375956518331e29,0,562
0,0,562
-4.094966474734684e28,0,562
0,0,562
1.5069476627023637e30,0,562
0,0,562
-5.241557087660396e29,0,562
0,0,562
1.8869605515577425e31,0,562
0,0,562
-4.4553235245113365e30,0,562
0,0,562
1.324978026228659e32,0,562
0,0,562
-4.627854199708703e31,0,562
0,0,562
1.67734499444559e33,0,562
0,0,562
-3.272610810757089e32,0,562
0,0,562
1.3711278773477659e34,0,562
0,0,562
-3.624875554600518e33,0,562
0,0,562
1.3302121958634109e35,0,562
0,0,562
-5.127547923140905e34,0,562
0,0,562
1.3552330532215278e36,0,562
0,0,562
-9.851945526663806e34,0,562
0,0,562
1.2420410447902754e37,0,562
0,0,562
-1.4298477649549864e36,0,562
0,0,562
-2.684465559068107e37,0,562
0,0,562
8.317051191959309e35,0,562
0,0,562
-4.3738678823409994e38,0,562
0,0,562
-1.1912494340967989e38,0,562
0,0,562
8.359504282042995e38,0,562
0,0,562
2.6692326045653875e39,0,562
0,0,562
-6.204077785010463e40,0,562
0,0,562
-1.04111218499788e39,0,562
0,0,562
3.1036217897430798e41,0,562
0,0,562
1.995725631352515e41,0,562
0,0,562
-7.045370079179677e42,0,562
0,0,562
1.2642072606280711e42,0,562
0,0,562
-5.844422427274854e43,0,562
0,0,562
7.806708475090473e42,0,562
0,0,562
-6.002323813603986e44,0,562
0,0,562
9.72532062933915e43,0,562
0,0,562
-4.379996253806077e45,0,562
0,0,562
4.6234894665999014e44,0,562
0,0,562
-1.8054805610425892e46,0,562
0,0,562
7.469046243332468e45,0,562
0,0,562
-1.2304562107534377e47,0,562
0,0,562
4.5533518950093493e46,0,562
0,0,562
-2.556516213421531e48,0,562
0,0,562
2.401897735139804e47,0,562
0,0,562
-9.574542716193656e48,0,562
0,0,562
2.5163862266919225e48,0,562
0,0,562
-6.858922908326501e49,0,562
0,0,562
2.305821825734212e49,0,562
0,0,562
-5.462965911125248e50,0,562
0,0,562
1.6558104642127413e50,0,562
0,0,562
-2.6106208778828622e51,0,562
0,0,562
4.568586536295008e50,0,562
0,0,562
-1.1602759457257164e52,0,562
0,0,562
2.0884967023062897e51,0,562
0,0,562
-1.386142996493656e53,0,562
0,0,562
3.2797133399180254e52,0,562
0,0,562
-1.2772317610548688e54,0,562
0,0,562
3.106445465356318e53,0,562
0,0,562
-5.663384242816937e54,0,562
0,0,562
1.475252189125391e54,0,562
0,0,562
-6.019821013343877e54,0,562
0,0,562
1.0534686773351786e55,0,562
0,0,562
-1.102577743496668e56,0,562
0,0,562
5.132689495587938e55,0,562
0,0,562
-1.5512128253332433e57,0,562
0,0,562
3.066940389956249e56,0,562
0,0,562
-4.298785868897354e57,0,562
0,0,562
1.2977466774029748e57,0,562
0,0,562
-4.023014699949222e58,0,562
0,0,562
6.813170056365617e57,0,562
0,0,562
-1.6092058799796888e59,0,562
0,0,562
