coscoeff,sincoeff,highest_deg,epsilon,bchoice
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-1.9073486328125e-6,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,4.00543212890625e-5,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0004024505615234375,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0025768280029296875,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.01181793212890625,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.04138946533203125,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.11531829833984375,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.26317596435546875,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.5034446716308594,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.8238029479980469,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.8238029479980469,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.5034446716308594,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.26317596435546875,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.11531829833984375,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.04138946533203125,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.01181793212890625,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0025768280029296875,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0004024505615234375,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,4.00543212890625e-5,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-1.9073486328125e-6,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,0.0,39,1.0e-14,10
0.0,-0.0,39,1.0e-14,10
