"C","S","n"
0,3.291830933013748e-15,97
0,0,97
0,-1.1843916045951946e-14,97
0,0,97
0,4.122800335707293e-14,97
0,0,97
0,-1.3893009366655023e-13,97
0,0,97
0,4.534831649068186e-13,97
0,0,97
0,-1.4345891728228935e-12,97
0,0,97
0,4.400723615359865e-12,97
0,0,97
0,-1.3096890503706894e-11,97
0,0,97
0,3.7832654097227333e-11,97
0,0,97
0,-1.0612487097499029e-10,97
0,0,97
0,2.8920613324303563e-10,97
0,0,97
0,-7.659802537327371e-10,97
0,0,97
0,1.9725106810944306e-9,97
0,0,97
0,-4.940575532404196e-9,97
0,0,97
0,1.2040652235537363e-8,97
0,0,97
0,-2.8561984563981843e-8,97
0,0,97
0,6.596877474159198e-8,97
0,0,97
0,-1.4840225679965877e-7,97
0,0,97
0,3.25259545578784e-7,97
0,0,97
0,-6.947649524923133e-7,97
0,0,97
0,1.4467408683163379e-6,97
0,0,97
0,-2.937727597967421e-6,97
0,0,97
0,5.818617211191548e-6,97
0,0,97
0,-0.000011244292649430318,97
0,0,97
0,0.00002120618853603266,97
0,0,97
0,-0.00003904119568785297,97
0,0,97
0,0.00007018168436563447,97
0,0,97
0,-0.00012321782914498106,97
0,0,97
0,0.00021133942354758774,97
0,0,97
0,-0.0003542032205336319,97
0,0,97
0,0.0005802265411384181,97
0,0,97
0,-0.0009292331391311029,97
0,0,97
0,0.0014552720694389174,97
0,0,97
0,-0.002229300781177559,97
0,0,97
0,0.0033412856909992694,97
0,0,97
0,-0.0049011534117213915,97
0,0,97
0,0.007037958508601009,97
0,0,97
0,-0.009896657219291307,97
0,0,97
0,0.013632023534593304,97
0,0,97
0,-0.01839953054228137,97
0,0,97
0,0.024343435383035322,97
0,0,97
0,-0.03158280666344079,97
0,0,97
0,0.04019674211101183,97
0,0,97
0,-0.0502104420688132,97
0,0,97
0,0.061584027206069064,97
0,0,97
0,-0.07420593266326758,97
0,0,97
0,0.08789233617107328,97
0,0,97
0,-0.10239340655434359,97
0,0,97
0,0.11740627942172932,97
0,0,97
0,0.11740627942172932,97
0,0,97
0,-0.10239340655434359,97
0,0,97
0,0.08789233617107328,97
0,0,97
0,-0.07420593266326758,97
0,0,97
0,0.061584027206069064,97
0,0,97
0,-0.0502104420688132,97
0,0,97
0,0.04019674211101183,97
0,0,97
0,-0.03158280666344079,97
0,0,97
0,0.024343435383035322,97
0,0,97
0,-0.01839953054228137,97
0,0,97
0,0.013632023534593304,97
0,0,97
0,-0.009896657219291307,97
0,0,97
0,0.007037958508601009,97
0,0,97
0,-0.0049011534117213915,97
0,0,97
0,0.0033412856909992694,97
0,0,97
0,-0.002229300781177559,97
0,0,97
0,0.0014552720694389174,97
0,0,97
0,-0.0009292331391311029,97
0,0,97
0,0.0005802265411384181,97
0,0,97
0,-0.0003542032205336319,97
0,0,97
0,0.00021133942354758774,97
0,0,97
0,-0.00012321782914498106,97
0,0,97
0,0.00007018168436563447,97
0,0,97
0,-0.00003904119568785297,97
0,0,97
0,0.00002120618853603266,97
0,0,97
0,-0.000011244292649430318,97
0,0,97
0,5.818617211191548e-6,97
0,0,97
0,-2.937727597967421e-6,97
0,0,97
0,1.4467408683163379e-6,97
0,0,97
0,-6.947649524923133e-7,97
0,0,97
0,3.25259545578784e-7,97
0,0,97
0,-1.4840225679965877e-7,97
0,0,97
0,6.596877474159198e-8,97
0,0,97
0,-2.8561984563981843e-8,97
0,0,97
0,1.2040652235537363e-8,97
0,0,97
0,-4.940575532404196e-9,97
0,0,97
0,1.9725106810944306e-9,97
0,0,97
0,-7.659802537327371e-10,97
0,0,97
0,2.8920613324303563e-10,97
0,0,97
0,-1.0612487097499029e-10,97
0,0,97
0,3.7832654097227333e-11,97
0,0,97
0,-1.3096890503706894e-11,97
0,0,97
0,4.400723615359865e-12,97
0,0,97
0,-1.4345891728228935e-12,97
0,0,97
0,4.534831649068186e-13,97
0,0,97
0,-1.3893009366655023e-13,97
0,0,97
0,4.122800335707293e-14,97
0,0,97
0,-1.1843916045951946e-14,97
0,0,97
0,3.291830933013748e-15,97
