"C","S","n"
-1.4810114944646062e-19,0,234
0,0.,234
1.3862267588188702e-18,0,234
0,0.,234
-7.790594384562054e-18,0,234
0,0.,234
3.3609529843149804e-17,0,234
0,0.,234
-1.2214773681718942e-16,0,234
0,0.,234
3.9224807219677894e-16,0,234
0,0.,234
-1.145191431936357e-15,0,234
0,0.,234
3.0972388888236147e-15,0,234
0,0.,234
-7.862301490255818e-15,0,234
0,0.,234
1.8914102992581866e-14,0,234
0,0.,234
-4.3437465536045145e-14,0,234
0,0.,234
9.578011519073636e-14,0,234
0,0.,234
-2.0370956861735323e-13,0,234
0,0.,234
4.194680023875986e-13,0,234
0,0.,234
-8.388526611388827e-13,0,234
0,0.,234
1.633446441869596e-12,0,234
0,0.,234
-3.103986481804641e-12,0,234
0,0.,234
5.767107405191848e-12,0,234
0,0.,234
-1.0493900952722853e-11,0,234
0,0.,234
1.8727657861037035e-11,0,234
0,0.,234
-3.282081073974759e-11,0,234
0,0.,234
5.654875456221451e-11,0,234
0,0.,234
-9.588270012913019e-11,0,234
0,0.,234
1.6013647301770107e-10,0,234
0,0.,234
-2.6364838506313333e-10,0,234
0,0.,234
4.282152204833976e-10,0,234
0,0.,234
-6.865615844647112e-10,0,234
0,0.,234
1.0873156504277502e-9,0,234
0,0.,234
-1.701808883040787e-9,0,234
0,0.,234
2.633632175763061e-9,0,234
0,0.,234
-4.030864513286211e-9,0,234
0,0.,234
6.112975243590494e-9,0,234
0,0.,234
-9.162091375835259e-9,0,234
0,0.,234
1.3617151605981016e-8,0,234
0,0.,234
-2.0071895910548397e-8,0,234
0,0.,234
2.8992738537458793e-8,0,234
0,0.,234
-4.0486901152901036e-8,0,234
0,0.,234
5.626993041589636e-8,0,234
0,0.,234
-7.136674101528318e-8,0,234
0,0.,234
1.0979498617735875e-7,0,234
0,0.,234
-1.3175398341283049e-7,0,234
0,0.,234
0.,0,234
0,0.,234
1.0540318673026439e-6,0,234
0,0.,234
-4.918815380745672e-6,0,234
0,0.,234
-4.2161274692105755e-6,0,234
0,0.,234
-0.000011243006584561535,0,234
0,0.,234
0.000033729019753684604,0,234
0,0.,234
-0.00035977621070596913,0,234
0,0.,234
-0.0005396643160589537,0,234
0,0.,234
0.00017988810535298457,0,234
0,0.,234
0.,0,234
0,0.,234
-0.005756419371295506,0,234
0,0.,234
0.02014746779953427,0,234
0,0.,234
0.04029493559906854,0,234
0,0.,234
0.034538516227773035,0,234
0,0.,234
-0.04605135497036405,0,234
0,0.,234
0.3684108397629124,0,234
0,0.,234
0.,0,234
0,0.,234
-0.7368216795258248,0,234
0,0.,234
-5.894573436206598,0,234
0,0.,234
-10.315503513361547,0,234
0,0.,234
32.42015389913629,0,234
0,0.,234
29.472867181032992,0,234
0,0.,234
-70.73488123447918,0,234
0,0.,234
-70.73488123447918,0,234
0,0.,234
282.9395249379167,0,234
0,0.,234
0.,0,234
0,0.,234
-754.5053998344446,0,234
0,0.,234
-377.2526999172223,0,234
0,0.,234
1131.7580997516668,0,234
0,0.,234
-8299.55939817889,0,234
0,0.,234
18108.12959602667,0,234
0,0.,234
-42252.302390728895,0,234
0,0.,234
12072.086397351113,0,234
0,0.,234
-30180.215993377784,0,234
0,0.,234
72432.51838410668,0,234
0,0.,234
-120720.86397351114,0,234
0,0.,234
